date,port,avg_wait_hours,max_wait_hours,port_congestion_index,route_observations,source,source_type
2021-01-01,Chennai Port,16.025714285714287,23.65,0.0,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-03,Paradip Port,32.59,48.59,0.27741077654706947,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-03,V.O. Chidambaranar Port (Tuticorin / VOC Port),12.8575,16.76,0.0,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-03,Visakhapatnam Port (Vizag),26.825,47.93,0.15369300461661503,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-04,Chennai Port,21.085714285714285,23.44,0.030527065146759964,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-04,Kamarajar Port (Ennore),22.61,33.4,0.0632384671167252,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-04,Kolkata / Haldia Dock Complex (HDC),39.68833333333333,61.42,0.4297420834715576,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-04,Paradip Port,42.215,58.83,0.48396473228525205,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-04,V.O. Chidambaranar Port (Tuticorin / VOC Port),16.2075,21.95,0.0,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-04,Visakhapatnam Port (Vizag),25.621666666666666,40.04,0.1278692892844994,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-05,Chennai Port,23.252857142857145,33.64,0.07703427863170592,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-05,Kamarajar Port (Ennore),21.0,30.3,0.028687623611429215,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-05,Kolkata / Haldia Dock Complex (HDC),40.75833333333333,61.68,0.4527044453042699,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-05,Paradip Port,48.335,56.11,0.6153008579078678,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-05,V.O. Chidambaranar Port (Tuticorin / VOC Port),17.33,24.63,0.0,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-05,Visakhapatnam Port (Vizag),33.541666666666664,44.58,0.29783368714906105,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-06,Chennai Port,23.701428571428572,27.57,0.08666068933327016,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-06,Kamarajar Port (Ennore),27.080000000000002,30.66,0.1591653431842241,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-06,Kolkata / Haldia Dock Complex (HDC),38.961666666666666,52.93,0.4141477068998091,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-06,Paradip Port,45.3925,56.22,0.5521543628679091,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-06,V.O. Chidambaranar Port (Tuticorin / VOC Port),19.2475,24.41,0.0,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-06,Visakhapatnam Port (Vizag),34.67666666666667,44.05,0.3221909588127326,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-07,Chennai Port,24.34,30.0,0.10036452877148427,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-07,Kamarajar Port (Ennore),27.99666666666667,28.48,0.17883714849262247,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-07,Kolkata / Haldia Dock Complex (HDC),37.81,55.86,0.38943276604871235,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-07,Paradip Port,46.16,55.82,0.5686250289488499,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-07,V.O. Chidambaranar Port (Tuticorin / VOC Port),19.96,24.87,0.006369066316082749,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-07,Visakhapatnam Port (Vizag),34.388333333333335,42.99,0.3160032818702727,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-08,Chennai Port,25.298571428571428,34.13,0.12093561660826653,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-08,Kamarajar Port (Ennore),28.12,30.9,0.18148390047957055,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-08,Kolkata / Haldia Dock Complex (HDC),37.88833333333333,55.94,0.3911138112296117,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-08,Paradip Port,41.5225,51.49,0.46910357754772564,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-08,V.O. Chidambaranar Port (Tuticorin / VOC Port),20.8125,36.39,0.024663845252893193,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-08,Visakhapatnam Port (Vizag),33.86,36.69,0.3046651686288867,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-09,Chennai Port,27.888571428571428,33.02,0.17651740833417748,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-09,Kamarajar Port (Ennore),30.083333333333332,34.01,0.22361733075828552,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-09,Kolkata / Haldia Dock Complex (HDC),37.93833333333333,57.87,0.39218681879188805,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-09,Paradip Port,38.965,49.27,0.41421924073729427,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-09,V.O. Chidambaranar Port (Tuticorin / VOC Port),22.2425,34.76,0.0553518615339946,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-09,Visakhapatnam Port (Vizag),32.46666666666667,39.08,0.2747640245601213,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-10,Chennai Port,28.234285714285715,34.05,0.18393648919334488,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-10,Kamarajar Port (Ennore),28.84,30.94,0.19693520937634887,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-10,Kolkata / Haldia Dock Complex (HDC),39.585,56.87,0.42752453450952005,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-10,Paradip Port,41.1375,51.12,0.4608414193181984,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-10,V.O. Chidambaranar Port (Tuticorin / VOC Port),23.71,32.98,0.08684463348680325,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-10,Visakhapatnam Port (Vizag),35.32666666666666,40.11,0.3361400571223239,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-11,Chennai Port,28.791428571428575,38.53,0.19589285917299487,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-11,Kamarajar Port (Ennore),28.776666666666667,30.03,0.19557606646413228,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-11,Kolkata / Haldia Dock Complex (HDC),42.97666666666667,61.17,0.5003102141505938,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-11,Paradip Port,40.682500000000005,50.29,0.45107705050148433,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-11,V.O. Chidambaranar Port (Tuticorin / VOC Port),22.45,33.37,0.05980484291744113,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-11,Visakhapatnam Port (Vizag),33.608333333333334,45.71,0.2992643638987628,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-12,Chennai Port,27.935714285714287,34.15,0.17752910117860943,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-12,Kamarajar Port (Ennore),32.31,39.5,0.2714019341983223,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-12,Kolkata / Haldia Dock Complex (HDC),43.98833333333334,55.16,0.5220207338273172,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-12,Paradip Port,40.307500000000005,53.05,0.44302949378441225,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-12,V.O. Chidambaranar Port (Tuticorin / VOC Port),24.035,34.63,0.09381918264159901,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-12,Visakhapatnam Port (Vizag),33.391666666666666,40.96,0.2946146644622323,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-13,Chennai Port,28.217142857142854,36.22,0.18356860088627866,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-13,Kamarajar Port (Ennore),35.18666666666667,49.53,0.33313563594795054,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-13,Kolkata / Haldia Dock Complex (HDC),43.33166666666667,58.36,0.5079285678427555,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-13,Paradip Port,42.239999999999995,48.43,0.48450123606639,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-13,V.O. Chidambaranar Port (Tuticorin / VOC Port),23.1475,32.02,0.07477329841119518,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-13,Visakhapatnam Port (Vizag),36.59166666666666,44.88,0.36328714844791365,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-14,Chennai Port,27.915714285714284,31.57,0.17709989815369886,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-14,Kamarajar Port (Ennore),36.44,50.43,0.36003235884234236,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-14,Kolkata / Haldia Dock Complex (HDC),40.99333333333333,52.38,0.45774758084696837,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-14,Paradip Port,48.402499999999996,51.4,0.6167494181169407,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-14,V.O. Chidambaranar Port (Tuticorin / VOC Port),30.207500000000003,34.35,0.22628196620460503,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-14,Visakhapatnam Port (Vizag),39.74,44.71,0.4308508579525765,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-15,Chennai Port,28.084285714285716,47.02,0.1807174665065161,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-15,Kamarajar Port (Ennore),34.49333333333333,45.88,0.3182565977510528,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-15,Kolkata / Haldia Dock Complex (HDC),40.705,46.71,0.4515599039045085,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-15,Paradip Port,45.957499999999996,50.74,0.564279348321631,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-15,V.O. Chidambaranar Port (Tuticorin / VOC Port),28.7825,34.74,0.19570125067973113,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-15,Visakhapatnam Port (Vizag),35.21666666666667,43.09,0.3337794404853163,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-16,Chennai Port,28.687142857142856,49.28,0.19365487197167566,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-16,Kamarajar Port (Ennore),32.09666666666667,45.06,0.2668237685992769,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-16,Kolkata / Haldia Dock Complex (HDC),40.983333333333334,45.76,0.45753297933451315,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-16,Paradip Port,47.5,52.92,0.5973816316178541,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-16,V.O. Chidambaranar Port (Tuticorin / VOC Port),30.8375,37.18,0.23980186148928595,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-16,Visakhapatnam Port (Vizag),35.574999999999996,44.26,0.3414693280149628,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-17,Chennai Port,28.625714285714285,44.62,0.19233660553802195,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-17,Kamarajar Port (Ennore),31.393333333333334,37.18,0.2517301288899239,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-17,Kolkata / Haldia Dock Complex (HDC),43.23166666666666,66.71,0.5057825527182028,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-17,Paradip Port,42.2,48.97,0.48364283001656916,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-17,V.O. Chidambaranar Port (Tuticorin / VOC Port),30.3525,40.75,0.22939368813520614,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-17,Visakhapatnam Port (Vizag),39.85,46.09,0.4332114745895843,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-18,Chennai Port,28.952857142857145,41.33,0.19935714073120106,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-18,Kamarajar Port (Ennore),28.11,29.67,0.18126929896711527,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-18,Kolkata / Haldia Dock Complex (HDC),41.91833333333333,58.38,0.47759822074907937,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-18,Paradip Port,45.17,51.89,0.5473794792157798,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-18,V.O. Chidambaranar Port (Tuticorin / VOC Port),30.9725,35.56,0.24269898190743194,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-18,Visakhapatnam Port (Vizag),39.748333333333335,51.21,0.4310296925462892,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-19,Chennai Port,27.232857142857142,43.71,0.16244568058889722,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-19,Kamarajar Port (Ennore),28.606666666666666,30.43,0.19192784075239291,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-19,Kolkata / Haldia Dock Complex (HDC),41.395,58.92,0.46636740826392115,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-19,Paradip Port,46.545,56.24,0.5768871871783773,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-19,V.O. Chidambaranar Port (Tuticorin / VOC Port),33.035,38.46,0.28696054385132813,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-19,Visakhapatnam Port (Vizag),46.241666666666674,76.68,0.5703776079672347,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-20,Chennai Port,27.614285714285717,41.2,0.17063119542111915,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-20,Kamarajar Port (Ennore),26.28333333333333,29.15,0.14206875602528873,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-20,Kolkata / Haldia Dock Complex (HDC),40.041666666666664,55.0,0.43732467024497657,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-20,Paradip Port,48.31,57.95,0.6147643541267298,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-20,V.O. Chidambaranar Port (Tuticorin / VOC Port),31.2725,32.05,0.24913702728108958,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-20,Visakhapatnam Port (Vizag),49.425000000000004,76.46,0.6386924227654907,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-21,Chennai Port,30.622857142857146,59.8,0.23519559331122863,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-21,Kamarajar Port (Ennore),29.106666666666666,36.76,0.20265791637515565,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-21,Kolkata / Haldia Dock Complex (HDC),36.02333333333333,55.12,0.3510906291567068,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-21,Paradip Port,50.28,54.92,0.6570408520804149,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-21,V.O. Chidambaranar Port (Tuticorin / VOC Port),32.0975,33.0,0.266841652058648,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-21,Visakhapatnam Port (Vizag),49.958333333333336,76.77,0.6501378367631042,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-22,Chennai Port,29.27142857142857,48.94,0.20619373177084693,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-22,Kamarajar Port (Ennore),27.41333333333333,35.6,0.16631872693273247,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-22,Kolkata / Haldia Dock Complex (HDC),38.71666666666667,49.31,0.4088899698446554,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-22,Paradip Port,47.98,54.05,0.6076825042157062,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-22,V.O. Chidambaranar Port (Tuticorin / VOC Port),29.475,31.93,0.21056240541725757,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-22,Visakhapatnam Port (Vizag),51.06333333333333,68.43,0.6738513038894098,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-23,Chennai Port,27.215714285714284,38.74,0.16207779228183106,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-23,Kamarajar Port (Ennore),24.810000000000002,30.81,0.11045079985688129,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-23,Kolkata / Haldia Dock Complex (HDC),39.705000000000005,47.59,0.4300997526589832,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-23,Paradip Port,43.525,50.69,0.5120775304168903,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-23,V.O. Chidambaranar Port (Tuticorin / VOC Port),26.79,30.03,0.15294189932302166,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-23,Visakhapatnam Port (Vizag),50.60666666666666,67.13,0.664051168153953,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-24,Chennai Port,27.497142857142858,36.84,0.1681172919895004,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-24,Kamarajar Port (Ennore),28.166666666666668,35.01,0.18248537420436176,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-24,Kolkata / Haldia Dock Complex (HDC),39.25833333333333,47.24,0.4205142184359817,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-24,Paradip Port,44.019999999999996,50.44,0.5227003052834254,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-24,V.O. Chidambaranar Port (Tuticorin / VOC Port),27.747500000000002,36.23,0.17348999414061236,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-24,Visakhapatnam Port (Vizag),47.67666666666667,68.76,0.6011729250045637,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-25,Chennai Port,27.78,36.63,0.1741874490560919,7,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-25,Kamarajar Port (Ennore),29.25666666666667,38.09,0.2058769390619846,3,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-25,Kolkata / Haldia Dock Complex (HDC),37.72666666666667,46.01,0.3876444201115852,6,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
2021-01-25,Paradip Port,39.9675,52.81,0.4357330423609335,4,DERIVED: historical freight dataset dest_port_wait_hours; daily route-aggregated congestion proxy,DERIVED_PROXY
