timestamp,origin_port,destination_port,vessel_type,cargo_type,freight_rate,currency,unit,fuel_price_vlsfo_usd,dest_port_wait_hours,origin_port_std,destination_port_std,cargo_type_std,date,source_type
2021-01-02,Port Hedland,Paradip Port,Capesize,Iron Ore,4.5838,USD,USD/Tonne,433.95,21.06,PORT HEDLAND,PARADIP,IRON_ORE,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Richards Bay,Chennai Port,Supramax,Coking Coal,8.0374,USD,USD/Tonne,433.95,11.22,RICHARDS BAY,CHENNAI,COKING_COAL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Richards Bay,Kolkata / Haldia Dock Complex (HDC),Handysize,Thermal Coal,14.6854,USD,USD/Tonne,433.95,36.53,RICHARDS BAY,KOLKATA_HALDIA,THERMAL_COAL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Santos,Chennai Port,Panamax,Grain,9.0251,USD,USD/Tonne,433.95,16.61,SANTOS,CHENNAI,GRAIN,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Richards Bay,Visakhapatnam Port (Vizag),Panamax,Thermal Coal,9.7911,USD,USD/Tonne,433.95,42.88,RICHARDS BAY,VISAKHAPATNAM,THERMAL_COAL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Santos,Kolkata / Haldia Dock Complex (HDC),Handysize,Grain,15.3844,USD,USD/Tonne,433.95,23.18,SANTOS,KOLKATA_HALDIA,GRAIN,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Santos,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,Grain,10.9934,USD,USD/Tonne,433.95,17.75,SANTOS,TUTICORIN,GRAIN,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Santos,Visakhapatnam Port (Vizag),Panamax,Grain,8.9415,USD,USD/Tonne,433.95,13.9,SANTOS,VISAKHAPATNAM,GRAIN,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Mina Al Ahmadi,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,POL/Crude,6.8302,USD,USD/Tonne,433.95,6.97,MINA AL AHMADI,TUTICORIN,POL_CRUDE,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Richards Bay,Paradip Port,Capesize,Thermal Coal,8.1366,USD,USD/Tonne,433.95,46.72,RICHARDS BAY,PARADIP,THERMAL_COAL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Mina Al Ahmadi,Paradip Port,MR Tanker,POL/Crude,7.8821,USD,USD/Tonne,433.95,40.58,MINA AL AHMADI,PARADIP,POL_CRUDE,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Port Hedland,Visakhapatnam Port (Vizag),Capesize,Iron Ore,5.1763,USD,USD/Tonne,433.95,38.18,PORT HEDLAND,VISAKHAPATNAM,IRON_ORE,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Mina Al Ahmadi,Kamarajar Port (Ennore),MR Tanker,POL/Crude,4.9117,USD,USD/Tonne,433.95,2.0,MINA AL AHMADI,KAMARAJAR,POL_CRUDE,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Belawan,Kamarajar Port (Ennore),MR Tanker,Palm Oil,6.8586,USD,USD/Tonne,433.95,22.76,BELAWAN,KAMARAJAR,PALM_OIL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Belawan,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,11.2733,USD,USD/Tonne,433.95,38.55,BELAWAN,KOLKATA_HALDIA,PALM_OIL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Belawan,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,4.7373,USD,USD/Tonne,433.95,10.85,BELAWAN,TUTICORIN,PALM_OIL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Dumai,Chennai Port,MR Tanker,Palm Oil,4.5239,USD,USD/Tonne,433.95,14.24,DUMAI,CHENNAI,PALM_OIL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Dumai,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,10.2301,USD,USD/Tonne,433.95,36.7,DUMAI,KOLKATA_HALDIA,PALM_OIL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Dumai,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,4.0,USD,USD/Tonne,433.95,14.27,DUMAI,TUTICORIN,PALM_OIL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Belawan,Chennai Port,MR Tanker,Palm Oil,6.2891,USD,USD/Tonne,433.95,19.48,BELAWAN,CHENNAI,PALM_OIL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Mina Al Ahmadi,Kolkata / Haldia Dock Complex (HDC),MR Tanker,POL/Crude,9.2526,USD,USD/Tonne,433.95,29.89,MINA AL AHMADI,KOLKATA_HALDIA,POL_CRUDE,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Hay Point,Chennai Port,Supramax,Coking Coal,7.0765,USD,USD/Tonne,433.95,24.0,HAY POINT,CHENNAI,COKING_COAL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Hay Point,Kolkata / Haldia Dock Complex (HDC),Handysize,Coking Coal,13.5935,USD,USD/Tonne,433.95,29.41,HAY POINT,KOLKATA_HALDIA,COKING_COAL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Hay Point,Paradip Port,Capesize,Coking Coal,4.9408,USD,USD/Tonne,433.95,18.44,HAY POINT,PARADIP,COKING_COAL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Hay Point,Visakhapatnam Port (Vizag),Panamax,Coking Coal,5.3415,USD,USD/Tonne,433.95,2.0,HAY POINT,VISAKHAPATNAM,COKING_COAL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Mina Al Ahmadi,Chennai Port,MR Tanker,POL/Crude,6.5929,USD,USD/Tonne,433.95,20.25,MINA AL AHMADI,CHENNAI,POL_CRUDE,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-02,Dumai,Visakhapatnam Port (Vizag),MR Tanker,Palm Oil,5.7659,USD,USD/Tonne,433.95,20.94,DUMAI,VISAKHAPATNAM,PALM_OIL,2021-01-02,HISTORICAL_TRAINING_SERIES
2021-01-03,Mina Al Ahmadi,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,POL/Crude,6.1374,USD,USD/Tonne,426.29,9.11,MINA AL AHMADI,TUTICORIN,POL_CRUDE,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Mina Al Ahmadi,Visakhapatnam Port (Vizag),MR Tanker,POL/Crude,7.7905,USD,USD/Tonne,426.29,23.06,MINA AL AHMADI,VISAKHAPATNAM,POL_CRUDE,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Port Hedland,Chennai Port,Panamax,Iron Ore,4.594,USD,USD/Tonne,426.29,15.92,PORT HEDLAND,CHENNAI,IRON_ORE,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Port Hedland,Kamarajar Port (Ennore),Panamax,Iron Ore,5.2743,USD,USD/Tonne,426.29,28.6,PORT HEDLAND,KAMARAJAR,IRON_ORE,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Port Hedland,Paradip Port,Capesize,Iron Ore,4.9767,USD,USD/Tonne,426.29,26.37,PORT HEDLAND,PARADIP,IRON_ORE,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Port Hedland,Visakhapatnam Port (Vizag),Capesize,Iron Ore,4.5024,USD,USD/Tonne,426.29,36.4,PORT HEDLAND,VISAKHAPATNAM,IRON_ORE,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Santos,Visakhapatnam Port (Vizag),Panamax,Grain,8.839,USD,USD/Tonne,426.29,21.55,SANTOS,VISAKHAPATNAM,GRAIN,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Richards Bay,Kolkata / Haldia Dock Complex (HDC),Handysize,Thermal Coal,13.2353,USD,USD/Tonne,426.29,31.16,RICHARDS BAY,KOLKATA_HALDIA,THERMAL_COAL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Richards Bay,Paradip Port,Capesize,Thermal Coal,7.6442,USD,USD/Tonne,426.29,48.59,RICHARDS BAY,PARADIP,THERMAL_COAL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Santos,Chennai Port,Panamax,Grain,8.378,USD,USD/Tonne,426.29,14.51,SANTOS,CHENNAI,GRAIN,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Santos,Kolkata / Haldia Dock Complex (HDC),Handysize,Grain,16.9316,USD,USD/Tonne,426.29,33.34,SANTOS,KOLKATA_HALDIA,GRAIN,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Santos,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,Grain,10.4943,USD,USD/Tonne,426.29,16.24,SANTOS,TUTICORIN,GRAIN,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Mina Al Ahmadi,Paradip Port,MR Tanker,POL/Crude,6.6618,USD,USD/Tonne,426.29,30.35,MINA AL AHMADI,PARADIP,POL_CRUDE,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Richards Bay,Chennai Port,Supramax,Coking Coal,7.7362,USD,USD/Tonne,426.29,13.24,RICHARDS BAY,CHENNAI,COKING_COAL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Richards Bay,Visakhapatnam Port (Vizag),Panamax,Thermal Coal,8.8426,USD,USD/Tonne,426.29,47.93,RICHARDS BAY,VISAKHAPATNAM,THERMAL_COAL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Mina Al Ahmadi,Kolkata / Haldia Dock Complex (HDC),MR Tanker,POL/Crude,8.1888,USD,USD/Tonne,426.29,27.96,MINA AL AHMADI,KOLKATA_HALDIA,POL_CRUDE,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Mina Al Ahmadi,Chennai Port,MR Tanker,POL/Crude,6.5498,USD,USD/Tonne,426.29,24.69,MINA AL AHMADI,CHENNAI,POL_CRUDE,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Mina Al Ahmadi,Kamarajar Port (Ennore),MR Tanker,POL/Crude,5.3214,USD,USD/Tonne,426.29,6.03,MINA AL AHMADI,KAMARAJAR,POL_CRUDE,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Belawan,Chennai Port,MR Tanker,Palm Oil,5.3085,USD,USD/Tonne,426.29,14.93,BELAWAN,CHENNAI,PALM_OIL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Belawan,Kamarajar Port (Ennore),MR Tanker,Palm Oil,6.6378,USD,USD/Tonne,426.29,23.76,BELAWAN,KAMARAJAR,PALM_OIL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Belawan,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,9.602,USD,USD/Tonne,426.29,34.68,BELAWAN,KOLKATA_HALDIA,PALM_OIL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Dumai,Chennai Port,MR Tanker,Palm Oil,4.7833,USD,USD/Tonne,426.29,20.48,DUMAI,CHENNAI,PALM_OIL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Dumai,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,10.32,USD,USD/Tonne,426.29,38.32,DUMAI,KOLKATA_HALDIA,PALM_OIL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Belawan,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,4.6187,USD,USD/Tonne,426.29,9.32,BELAWAN,TUTICORIN,PALM_OIL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Dumai,Visakhapatnam Port (Vizag),MR Tanker,Palm Oil,5.7089,USD,USD/Tonne,426.29,17.74,DUMAI,VISAKHAPATNAM,PALM_OIL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Hay Point,Chennai Port,Supramax,Coking Coal,7.6092,USD,USD/Tonne,426.29,26.12,HAY POINT,CHENNAI,COKING_COAL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Hay Point,Kolkata / Haldia Dock Complex (HDC),Handysize,Coking Coal,12.7172,USD,USD/Tonne,426.29,36.07,HAY POINT,KOLKATA_HALDIA,COKING_COAL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Hay Point,Paradip Port,Capesize,Coking Coal,4.9936,USD,USD/Tonne,426.29,25.05,HAY POINT,PARADIP,COKING_COAL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Hay Point,Visakhapatnam Port (Vizag),Panamax,Coking Coal,6.5236,USD,USD/Tonne,426.29,14.27,HAY POINT,VISAKHAPATNAM,COKING_COAL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-03,Dumai,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,4.0,USD,USD/Tonne,426.29,16.76,DUMAI,TUTICORIN,PALM_OIL,2021-01-03,HISTORICAL_TRAINING_SERIES
2021-01-04,Port Hedland,Visakhapatnam Port (Vizag),Capesize,Iron Ore,5.7123,USD,USD/Tonne,433.28,38.08,PORT HEDLAND,VISAKHAPATNAM,IRON_ORE,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Mina Al Ahmadi,Visakhapatnam Port (Vizag),MR Tanker,POL/Crude,9.1998,USD,USD/Tonne,433.28,21.58,MINA AL AHMADI,VISAKHAPATNAM,POL_CRUDE,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Port Hedland,Chennai Port,Panamax,Iron Ore,5.5151,USD,USD/Tonne,433.28,22.69,PORT HEDLAND,CHENNAI,IRON_ORE,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Port Hedland,Kamarajar Port (Ennore),Panamax,Iron Ore,6.5763,USD,USD/Tonne,433.28,33.4,PORT HEDLAND,KAMARAJAR,IRON_ORE,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Port Hedland,Paradip Port,Capesize,Iron Ore,6.2619,USD,USD/Tonne,433.28,43.43,PORT HEDLAND,PARADIP,IRON_ORE,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Richards Bay,Kolkata / Haldia Dock Complex (HDC),Handysize,Thermal Coal,17.8476,USD,USD/Tonne,433.28,61.42,RICHARDS BAY,KOLKATA_HALDIA,THERMAL_COAL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Mina Al Ahmadi,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,POL/Crude,7.2256,USD,USD/Tonne,433.28,15.46,MINA AL AHMADI,TUTICORIN,POL_CRUDE,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Richards Bay,Visakhapatnam Port (Vizag),Panamax,Thermal Coal,9.7231,USD,USD/Tonne,433.28,40.04,RICHARDS BAY,VISAKHAPATNAM,THERMAL_COAL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Santos,Chennai Port,Panamax,Grain,8.8229,USD,USD/Tonne,433.28,15.65,SANTOS,CHENNAI,GRAIN,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Santos,Kolkata / Haldia Dock Complex (HDC),Handysize,Grain,17.1981,USD,USD/Tonne,433.28,36.61,SANTOS,KOLKATA_HALDIA,GRAIN,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Santos,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,Grain,11.88,USD,USD/Tonne,433.28,21.95,SANTOS,TUTICORIN,GRAIN,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Santos,Visakhapatnam Port (Vizag),Panamax,Grain,9.3118,USD,USD/Tonne,433.28,19.26,SANTOS,VISAKHAPATNAM,GRAIN,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Richards Bay,Paradip Port,Capesize,Thermal Coal,10.1807,USD,USD/Tonne,433.28,58.83,RICHARDS BAY,PARADIP,THERMAL_COAL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Mina Al Ahmadi,Paradip Port,MR Tanker,POL/Crude,6.7833,USD,USD/Tonne,433.28,28.32,MINA AL AHMADI,PARADIP,POL_CRUDE,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Richards Bay,Chennai Port,Supramax,Coking Coal,8.5048,USD,USD/Tonne,433.28,20.22,RICHARDS BAY,CHENNAI,COKING_COAL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Mina Al Ahmadi,Kamarajar Port (Ennore),MR Tanker,POL/Crude,6.3862,USD,USD/Tonne,433.28,14.55,MINA AL AHMADI,KAMARAJAR,POL_CRUDE,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Belawan,Chennai Port,MR Tanker,Palm Oil,5.4293,USD,USD/Tonne,433.28,20.22,BELAWAN,CHENNAI,PALM_OIL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Belawan,Kamarajar Port (Ennore),MR Tanker,Palm Oil,6.5932,USD,USD/Tonne,433.28,19.88,BELAWAN,KAMARAJAR,PALM_OIL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Belawan,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,11.2992,USD,USD/Tonne,433.28,38.89,BELAWAN,KOLKATA_HALDIA,PALM_OIL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Belawan,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,4.6542,USD,USD/Tonne,433.28,7.78,BELAWAN,TUTICORIN,PALM_OIL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Dumai,Chennai Port,MR Tanker,Palm Oil,5.0172,USD,USD/Tonne,433.28,22.19,DUMAI,CHENNAI,PALM_OIL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Dumai,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,9.1759,USD,USD/Tonne,433.28,32.38,DUMAI,KOLKATA_HALDIA,PALM_OIL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Dumai,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,4.1851,USD,USD/Tonne,433.28,19.64,DUMAI,TUTICORIN,PALM_OIL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Mina Al Ahmadi,Kolkata / Haldia Dock Complex (HDC),MR Tanker,POL/Crude,8.3312,USD,USD/Tonne,433.28,27.64,MINA AL AHMADI,KOLKATA_HALDIA,POL_CRUDE,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Dumai,Visakhapatnam Port (Vizag),MR Tanker,Palm Oil,6.3987,USD,USD/Tonne,433.28,22.77,DUMAI,VISAKHAPATNAM,PALM_OIL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Hay Point,Chennai Port,Supramax,Coking Coal,8.2276,USD,USD/Tonne,433.28,23.44,HAY POINT,CHENNAI,COKING_COAL,2021-01-04,HISTORICAL_TRAINING_SERIES
2021-01-04,Hay Point,Kolkata / Haldia Dock Complex (HDC),Handysize,Coking Coal,13.8557,USD,USD/Tonne,433.28,41.19,HAY POINT,KOLKATA_HALDIA,COKING_COAL,2021-01-04,HISTORICAL_TRAINING_SERIES
